County/City,Democratic,Republican,Total Votes Cast,Year,Republican Share
Middlesex County,2370,3619,6080,2012,59.52302632
Montgomery County,19903,20006,41009,2012,48.78441318
Nelson County,4171,3947,8250,2012,47.84242424
New Kent County,3555,7246,11006,2012,65.83681628
Newport News City,51100,27230,79553,2012,34.22875316
Norfolk City,62687,23147,87201,2012,26.54442036
Northampton County,3741,2676,6493,2012,41.21361466
Northumberland County,3191,4310,7558,2012,57.02566817
Norton City,566,895,1492,2012,59.98659517
Nottoway County,3344,3409,6846,2012,49.79550102
Orange County,6870,9244,16354,2012,56.5243977
Page County,3724,6344,10228,2012,62.0258115
Patrick County,2417,5622,8266,2012,68.01354948
Petersburg City,14283,1527,15936,2012,9.582078313
Pittsylvania County,10858,19263,30693,2012,62.76023849
Poquoson City,1679,5312,7106,2012,74.75372924
Portsmouth City,32501,12858,45977,2012,27.96615699
Powhatan County,4088,11200,15528,2012,72.12776919
Prince Edward County,5132,3952,9239,2012,42.77519212
Prince George County,6991,8879,16046,2012,55.33466284
Prince William County,103331,74458,180195,2012,41.32079136
Pulaski County,5292,8920,14680,2012,60.76294278
Radford City,2732,2520,5399,2012,46.67531024
Rappahannock County,1980,2311,4357,2012,53.04108331
Richmond County,1574,2160,3770,2012,57.29442971
Richmond City,75921,20050,97738,2012,20.5140273
Roanoke County,18711,31624,51217,2012,61.74512369
Roanoke City,24134,14991,40155,2012,37.33283526
Rockbridge County,4088,5898,10178,2012,57.94851641
Rockingham County,10065,24186,34866,2012,69.36843917
Russell County,3718,8180,12088,2012,67.67041694
Salem City,4760,7299,12318,2012,59.25474915
Scott County,2395,7439,9992,2012,74.44955965
Shenandoah County,6469,12538,19373,2012,64.71893873
Smyth County,4171,8379,12777,2012,65.57877436
Southampton County,4437,4733,9264,2012,51.0902418
Spotsylvania County,25165,31844,57974,2012,54.9280712
Stafford County,27182,32480,60688,2012,53.51964144
Staunton City,5728,5272,11210,2012,47.029438
Suffolk City,24267,17820,42566,2012,41.86439882
Surry County,2576,1671,4308,2012,38.78830084
Sussex County,3358,2021,5440,2012,37.15073529
Tazewell County,3661,13843,17741,2012,78.02829604
Virginia Beach City,94299,99291,196898,2012,50.42763258
Warren County,6452,9869,16698,2012,59.10288657
Washington County,7076,18141,25632,2012,70.77481273
Waynesboro City,3840,4790,8791,2012,54.48754408
Westmoreland County,4295,3731,8120,2012,45.94827586
Williamsburg City,4903,2682,7748,2012,34.61538462
Winchester City,5094,4946,10305,2012,47.99611839
Wise County,3760,11076,15018,2012,73.7514982
Wythe County,3783,8324,12393,2012,67.16694908
York County,13183,20204,33953,2012,59.50578741
TOTALS,1971820,1822522,3858043,2012,47.23954606
